22/03/2017,1243.28,1248.62,1245.95
23/03/2017,1243.84,1249.46,1246.65
24/03/2017,1240.82,1246.72,1243.77
25/03/2017,,,-1
26/03/2017,,,-1
27/03/2017,1253.1,1258.54,1255.82
28/03/2017,1250.95,1256.61,1253.78
29/03/2017,1246.95,1252.61,1249.78
30/03/2017,1247.84,1253.58,1250.71
31/03/2017,1239.83,1245.19,1242.51
01/04/2017,,,-1
02/04/2017,,,-1
03/04/2017,1245.1,1250.61,1247.855
04/04/2017,1253.79,1259.34,1256.565
05/04/2017,1252.5,1258.18,1255.34
06/04/2017,1252.23,1257.74,1254.985
07/04/2017,1259.96,1265.56,1262.76
08/04/2017,,,-1
09/04/2017,,,-1
10/04/2017,1250.95,1256.68,1253.815
11/04/2017,1253.46,1259.14,1256.3
12/04/2017,1272.95,1278.6,1275.775
13/04/2017,1283.43,1289.13,1286.28
14/04/2017,1283.72,1289.72,1286.72
15/04/2017,,,-1
16/04/2017,,,-1
17/04/2017,1287.6,1293.37,1290.485
18/04/2017,1281.03,1286.74,1283.885
19/04/2017,1283.43,1289.29,1286.36
20/04/2017,1276.68,1282.36,1279.52
21/04/2017,1277.63,1283.23,1280.43
22/04/2017,,,-1
23/04/2017,,,-1
24/04/2017,1271.18,1276.65,1273.915
25/04/2017,1271.17,1276.76,1273.965
26/04/2017,1261.08,1266.7,1263.89
27/04/2017,1263.6,1269.25,1266.425
28/04/2017,1262.35,1268.15,1265.25
29/04/2017,,,-1
30/04/2017,,,-1
01/05/2017,1261.86,1267.38,1264.62
02/05/2017,1253.84,1259.07,1256.455
03/05/2017,1252.97,1258.46,1255.715
04/05/2017,1235.73,1241.29,1238.51
05/05/2017,1227.83,1233.45,1230.64
06/05/2017,,,-1
07/05/2017,,,-1
08/05/2017,1228.49,1234.05,1231.27
09/05/2017,1224.58,1230.04,1227.31
10/05/2017,1219.86,1225.45,1222.655
11/05/2017,1217.56,1222.9,1220.23
12/05/2017,1223.85,1229.48,1226.665
13/05/2017,,,-1
14/05/2017,,,-1
15/05/2017,1227.74,1233.31,1230.525
16/05/2017,1230.81,1236.28,1233.545
17/05/2017,1240.26,1245.58,1242.92
18/05/2017,1256.78,1262.32,1259.55
19/05/2017,1247.09,1252.68,1249.885
20/05/2017,,,-1
21/05/2017,,,-1
22/05/2017,1251.76,1257.33,1254.545
23/05/2017,1259.03,1264.71,1261.87
24/05/2017,1248.81,1254.31,1251.56
25/05/2017,1255.2,1260.73,1257.965
26/05/2017,1255.33,1260.81,1258.07
27/05/2017,,,-1
28/05/2017,,,-1
29/05/2017,1264.04,1269.76,1266.9
30/05/2017,1264.83,1270.57,1267.7
31/05/2017,1258.73,1264.37,1261.55
01/06/2017,1265.53,1270.78,1268.155
02/06/2017,1259.31,1264.82,1262.065
03/06/2017,,,-1
04/06/2017,,,-1
05/06/2017,1277.75,1283.09,1280.42
06/06/2017,1282.14,1287.69,1284.915
07/06/2017,1289.85,1295.23,1292.54
08/06/2017,1283.33,1288.87,1286.1
09/06/2017,1272.51,1277.88,1275.195
10/06/2017,,,-1
11/06/2017,,,-1
12/06/2017,1265.18,1270.43,1267.805
13/06/2017,1262.48,1267.92,1265.2
14/06/2017,1265.56,1271.32,1268.44
15/06/2017,1260.87,1266.53,1263.7
16/06/2017,1250.99,1256.58,1253.785
17/06/2017,,,-1
18/06/2017,,,-1
19/06/2017,1249.77,1255.41,1252.59
20/06/2017,1242.7,1248.13,1245.415
21/06/2017,1243.08,1248.5,1245.79
22/06/2017,1249.17,1254.52,1251.845
23/06/2017,1249.99,1255.41,1252.7
24/06/2017,,,-1
25/06/2017,,,-1
26/06/2017,1249.47,1255.04,1252.255
27/06/2017,1243.4,1248.68,1246.04
28/06/2017,1248.45,1254,1251.225
29/06/2017,1247.85,1253.17,1250.51
30/06/2017,1242.9,1248.19,1245.545
01/07/2017,,,-1
02/07/2017,,,-1
03/07/2017,1235.14,1240.53,1237.835
04/07/2017,1221.07,1226.54,1223.805
05/07/2017,1223.39,1228.75,1226.07
06/07/2017,1223.17,1228.69,1225.93
07/07/2017,1219.15,1224.56,1221.855
08/07/2017,,,-1
09/07/2017,,,-1
10/07/2017,1207.39,1212.72,1210.055
11/07/2017,1209.14,1214.58,1211.86
12/07/2017,1216.08,1221.59,1218.835
13/07/2017,1219.38,1224.88,1222.13
14/07/2017,1214.59,1219.88,1217.235
15/07/2017,,,-1
16/07/2017,,,-1
17/07/2017,1228.04,1233.52,1230.78
18/07/2017,1233.97,1239.48,1236.725
19/07/2017,1237.88,1243.47,1240.675
20/07/2017,1236.6,1242.05,1239.325
21/07/2017,1242.85,1248.23,1245.54
22/07/2017,,,-1
23/07/2017,,,-1
24/07/2017,1251.7,1257.29,1254.495
25/07/2017,1251.87,1257.51,1254.69
26/07/2017,1244.49,1249.85,1247.17
27/07/2017,1260.01,1265.39,1262.7
28/07/2017,1256.67,1262.05,1259.36
29/07/2017,,,-1
30/07/2017,,,-1
31/07/2017,1265.88,1271.3,1268.59
01/08/2017,1266.41,1271.91,1269.16
02/08/2017,1264.04,1269.61,1266.825
03/08/2017,1260.03,1265.69,1262.86
04/08/2017,1266.13,1271.62,1268.875
05/08/2017,,,-1
06/08/2017,,,-1
07/08/2017,1255.23,1260.84,1258.035
08/08/2017,1257.06,1262.55,1259.805
09/08/2017,1262.7,1268.49,1265.595
10/08/2017,1274.55,1280.21,1277.38
11/08/2017,1283.77,1289.22,1286.495
12/08/2017,,,-1
13/08/2017,,,-1
14/08/2017,1283.7,1289.25,1286.475
15/08/2017,1273.65,1279.07,1276.36
16/08/2017,1269.61,1274.79,1272.2
17/08/2017,1284.26,1289.59,1286.925
18/08/2017,1287.04,1292.68,1289.86
19/08/2017,,,-1
20/08/2017,,,-1
21/08/2017,1283.71,1289.02,1286.365
22/08/2017,1285.34,1291.07,1288.205
23/08/2017,1282.48,1288,1285.24
24/08/2017,1285.88,1291.29,1288.585
25/08/2017,1283.82,1289.44,1286.63
26/08/2017,,,-1
27/08/2017,,,-1
28/08/2017,1291.86,1297.59,1294.725
29/08/2017,1315.81,1321.33,1318.57
30/08/2017,1308.3,1313.72,1311.01
31/08/2017,1302.33,1307.9,1305.115
01/09/2017,1316.86,1322.47,1319.665
02/09/2017,,,-1
03/09/2017,,,-1
04/09/2017,1332.49,1338.14,1335.315
05/09/2017,1332.15,1337.71,1334.93
06/09/2017,1336.58,1342.09,1339.335
07/09/2017,1332.55,1338.11,1335.33
08/09/2017,1348.9,1354.46,1351.68
09/09/2017,,,-1
10/09/2017,,,-1
11/09/2017,1334.76,1340.28,1337.52
12/09/2017,1323.46,1328.9,1326.18
13/09/2017,1328.68,1334.24,1331.46
14/09/2017,1318.82,1324.18,1321.5
15/09/2017,1327.28,1332.98,1330.13
16/09/2017,,,-1
17/09/2017,,,-1
18/09/2017,1314.27,1319.8,1317.035
19/09/2017,1305.14,1310.78,1307.96
20/09/2017,1309.35,1314.96,1312.155
21/09/2017,1295.55,1300.98,1298.265
22/09/2017,1293.04,1298.37,1295.705
23/09/2017,,,-1
24/09/2017,,,-1
25/09/2017,1289.88,1295.48,1292.68
26/09/2017,1307.12,1312.54,1309.83
27/09/2017,1290.72,1296.28,1293.5
28/09/2017,1279.07,1284.44,1281.755
29/09/2017,1283.33,1288.95,1286.14
30/09/2017,,,-1
01/10/2017,,,-1
02/10/2017,1272.52,1277.8,1275.16
03/10/2017,1267.45,1273,1270.225
04/10/2017,1272.44,1278.08,1275.26
05/10/2017,1272.28,1277.72,1275
06/10/2017,1265.77,1271.4,1268.585
07/10/2017,,,-1
08/10/2017,,,-1
09/10/2017,1278.06,1283.41,1280.735
10/10/2017,1283.49,1288.74,1286.115
11/10/2017,1286.32,1291.62,1288.97
12/10/2017,1291.8,1297.11,1294.455
13/10/2017,1292.6,1298.03,1295.315
14/10/2017,,,-1
15/10/2017,,,-1
16/10/2017,1300.22,1306.03,1303.125
17/10/2017,1289.96,1295.37,1292.665
18/10/2017,1282.71,1288,1285.355
19/10/2017,1277.86,1283.12,1280.49
20/10/2017,1282.3,1287.67,1284.985
21/10/2017,,,-1
22/10/2017,,,-1
23/10/2017,1273.27,1278.71,1275.99
24/10/2017,1278.79,1284.32,1281.555
25/10/2017,1271.74,1277.14,1274.44
26/10/2017,1277.19,1282.59,1279.89
27/10/2017,1264.52,1269.96,1267.24
28/10/2017,,,-1
29/10/2017,,,-1
30/10/2017,1268.19,1273.72,1270.955
31/10/2017,1273.42,1278.93,1276.175
01/11/2017,1268.71,1274.12,1271.415
02/11/2017,1275.49,1280.79,1278.14
03/11/2017,1273.91,1279.5,1276.705
04/11/2017,,,-1
05/11/2017,,,-1
06/11/2017,1267.03,1272.3,1269.665
07/11/2017,1276.64,1282.14,1279.39
08/11/2017,1275.17,1280.51,1277.84
09/11/2017,1279.76,1285.05,1282.405
10/11/2017,1282.39,1287.88,1285.135
11/11/2017,,,-1
12/11/2017,,,-1
13/11/2017,1273.7,1279.06,1276.38
14/11/2017,1273.67,1279.29,1276.48
15/11/2017,1279.33,1284.73,1282.03
16/11/2017,1275.12,1280.44,1277.78
17/11/2017,1279.14,1284.55,1281.845
18/11/2017,,,-1
19/11/2017,,,-1
20/11/2017,1289.09,1294.55,1291.82
21/11/2017,1277.14,1282.44,1279.79
22/11/2017,1279,1284.49,1281.745
23/11/2017,1287.27,1292.8,1290.035
24/11/2017,1288.68,1294.16,1291.42
25/11/2017,,,-1
26/11/2017,,,-1
27/11/2017,1286.84,1292.38,1289.61
28/11/2017,1291.15,1296.79,1293.97
29/11/2017,1292.25,1297.5,1294.875
30/11/2017,1280.95,1286.28,1283.615
01/12/2017,1273.01,1278.25,1275.63
02/12/2017,,,-1
03/12/2017,,,-1
04/12/2017,1271.9,1277.28,1274.59
05/12/2017,1273.16,1278.52,1275.84
06/12/2017,1263.82,1269.15,1266.485
07/12/2017,1259.17,1264.7,1261.935
08/12/2017,1245.7,1251.19,1248.445
09/12/2017,,,-1
10/12/2017,,,-1
11/12/2017,1246.07,1251.86,1248.965
12/12/2017,1241.42,1246.97,1244.195
13/12/2017,1240.65,1246.14,1243.395
14/12/2017,1253.77,1259.21,1256.49
15/12/2017,1252.04,1257.49,1254.765
16/12/2017,,,-1
17/12/2017,,,-1
18/12/2017,1252.67,1258.16,1255.415
19/12/2017,1259.66,1265.17,1262.415
20/12/2017,1260.77,1266.21,1263.49
21/12/2017,1263.85,1269.18,1266.515
22/12/2017,1263.87,1269.62,1266.745
23/12/2017,,,-1
24/12/2017,,,-1
25/12/2017,,,-1
26/12/2017,1275.14,1280.43,1277.785
27/12/2017,1280.16,1285.72,1282.94
28/12/2017,1287.24,1292.8,1290.02
29/12/2017,1292.56,1298.54,1295.55
30/12/2017,,,-1
31/12/2017,,,-1
01/01/2018,,,-1
02/01/2018,1304.8,1310.09,1307.445
03/01/2018,1313.06,1318.49,1315.775
04/01/2018,1307.03,1312.3,1309.665
05/01/2018,1318.21,1323.58,1320.895
06/01/2018,,,-1
07/01/2018,,,-1
08/01/2018,1316.67,1321.89,1319.28
09/01/2018,1315.71,1321.08,1318.395
